Type,Name,SKU,Description,KGs,Selling Price - Old,Decor,Storage,Outdoor,Beds,Lighting,Tables,Chairs,Sofas,Selling Price - New,Discounted
Le Mura,"Le Mura Ottoman, Soft Gray Brushed Weave",5192,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",19,999.00,,,,,,,,1018.00,1018.00,509.00
Le Mura,"Le Mura Ottoman, Rust Chenille",5191,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",19,999.00,,,,,,,,1018.00,1018.00,509.00
Le Mura,"Le Mura Ottoman, Old Gold Luxe Velvet",5190,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",19,1082.00,,,,,,,,1018.00,1018.00,509.00
Le Mura,"Le Mura Ottoman, Natural Linen",5189,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",19,999.00,,,,,,,,1018.00,1018.00,509.00
Le Mura,"Le Mura Ottoman, Brown Vegan Suede",5185,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",19,1082.00,,,,,,,,1018.00,1018.00,509.00
Le Mura,"Le Mura Ottoman, Eggshell Vegan Suede",5186,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",19,1082.00,,,,,,,,1018.00,1018.00,509.00
Le Mura,"Le Mura Ottoman, Beige Gray Chenille",5184,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",19,999.00,,,,,,,,1018.00,1018.00,509.00
Le Mura,"Le Mura Open End Sofa, Right, Tan Vegan Leather",5313,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4332.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Right, Soft Gray Brushed Weave",5312,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4165.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Right, Rust Chenille",5311,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4165.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Right, Natural Linen",5309,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4165.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Right, Old Gold Luxe Velvet",5310,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4332.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Right, Eggshell Vegan Suede",5306,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4332.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Right, Brown Vegan Suede",5305,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4332.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Right, Beige Gray Chenille",5304,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4165.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Left, Tan Vegan Leather",5303,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4332.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Left, Rust Chenille",5301,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4165.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Left, Soft Gray Brushed Weave",5302,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4165.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Left, Old Gold Luxe Velvet",5300,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4332.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Left, Natural Linen",5299,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4165.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Left, Eggshell Vegan Suede",5296,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4332.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Left, Brown Vegan Suede",5295,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4332.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Open End Sofa, Left, Beige Gray Chenille",5294,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",83,4165.00,,,,,,,,5438.00,5438.00,2719.00
Le Mura,"Le Mura Modular Chaise, Tan Vegan Leather",5293,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",48,2665.00,,,,,,,2218.00,,2218.00,1109.00
Le Mura,"Le Mura Modular Chaise, Soft Gray Brushed Weave",5292,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",48,2665.00,,,,,,,2218.00,,2218.00,1109.00
Le Mura,"Le Mura Modular Chaise, Rust Chenille",5291,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",48,2665.00,,,,,,,,2458.00,2458.00,1229.00
Le Mura,"Le Mura Modular Chaise, Old Gold Luxe Velvet",5290,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",48,2665.00,,,,,,,2218.00,,2218.00,1109.00
Le Mura,"Le Mura Modular Chaise, Natural Linen",5289,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",48,2665.00,,,,,,,2218.00,,2218.00,1109.00
Le Mura,"Le Mura Modular Chaise, Eggshell Vegan Suede",5286,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",48,2665.00,,,,,,,2218.00,,2218.00,1109.00
Le Mura,"Le Mura Modular Chaise, Beige Gray Chenille",5284,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",48,2665.00,,,,,,,2218.00,,2218.00,1109.00
Le Mura,"Le Mura Lounge Armchair, Tan Vegan Leather",5183,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",42,2165.00,,,,,,,2718.00,,2718.00,1359.00
Le Mura,"Le Mura Lounge Armchair, Soft Gray Brushed Weave",5182,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",42,2165.00,,,,,,,2718.00,,2718.00,1359.00
Le Mura,"Le Mura Lounge Armchair, Rust Chenille",5181,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",42,2165.00,,,,,,,2718.00,,2718.00,1359.00
Le Mura,"Le Mura Lounge Armchair, Old Gold Luxe Velvet",5180,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",42,2332.00,,,,,,,2718.00,,2718.00,1359.00
Le Mura,"Le Mura Lounge Armchair, Natural Linen",5179,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",42,2165.00,,,,,,,2718.00,,2718.00,1359.00
Le Mura,"Le Mura Lounge Armchair, Eggshell Vegan Suede",5176,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",42,2332.00,,,,,,,2718.00,,2718.00,1359.00
Le Mura,"Le Mura Lounge Armchair, Brown Vegan Suede",5175,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",42,2332.00,,,,,,,2718.00,,2718.00,1359.00
Le Mura,"Le Mura Lounge Armchair, Beige Gray Chenille",5174,"The Le Mura Sectional collection by 4orm4 is the perfect blend of comfort and style for any home. Designed with a plush foam interior, this sectional promises deep relaxation while being a breeze to maintain. The collection features soft, geometric shapes with cozy padded centers, offering a perfect spot for unwinding after a long day. Understated wooden legs and practical metal buckles provide the flexibility to easily rearrange the modules, making it an adaptable choice for any living area or layout. 

With its sleek, modern appeal, this collection seamlessly complements any decor. Opt for a monochromatic aesthetic with neutral shades, or spice up your space with vibrant accessories for an eye-catching contrast. Thanks to its versatile modular system, the Le Mura Sectional can effortlessly cater to a variety of interior styles with grace and ease.",42,2165.00,,,,,,,2718.00,,2718.00,1359.00
Lasalle,"Lasalle Sofa, Coco Velvet",3077,"The Lasalle Sofa beautifully merges modern style with a hint of vintage charm. Its elegant channel padding is accentuated by precise stitching, offering a sleek, boxy form that's enhanced by wide arms and minimalist black feet. With its low-back design, this sofa introduces a contemporary twist while retaining a compact and stylish profile.

Wrapped in a warm brown upholstery, this piece exudes a nostalgic, vintage vibe, making it an ideal addition to both modern and classic settings. The interplay between its clean lines and rich tone creates a striking piece that brings warmth and sophistication to any living space.",28,2832.00,,,,,,,,2598.00,2598.00,1299.00
Lanvin,"Lanvin Sofa Module, Right Arm, Pearl Boucle",3082,"Introducing the Lanvin, a sectional collection that beautifully marries contemporary elegance with a touch of retro charm. Its unique design showcases a mid-height back and gracefully tapering arms, forming a fluid curve that enhances its sleek modern silhouette. Drawing inspiration from European aesthetics, the warm white, soft boucle fabric brings a rich texture and a sophisticated minimalist appeal.

Offered in a striking semi-circular configuration or as individual modules for personalized arrangement, the Lanvin sofa is perfect for those who desire both form and function in their living space. With scatter cushions included for adaptable comfort and generous seating area, it's an ideal spot to lounge in style. This versatile piece not only invites relaxation but also serves as a stylish focal point in any room.",49,1832.00,,,,,,,,4158.00,4158.00,2079.00
